rep	ll	param	est	se	ci_low	ci_high
44	-2242.2851851954806	m21	6.509164360566152e-06	0.00024940154383332105	-0.00048231786155274306	0.0004953361902738754
45	-2242.2719436626785	nu1	4.951482354348097	2.274527451944264e-05	4.951437773610039	4.9515269350861555
45	-2242.2719436626785	nu2	2.308188550728309	1.9772711898348166e-07	2.308188163183156	2.3081889382734624
45	-2242.2719436626785	T1	0.03693517776415699	2.845000641475263e-09	0.03693517218795573	0.036935183340358245
45	-2242.2719436626785	T2	0.0249297204488853	5.7245914663783246e-08	0.024929608246892557	0.02492983265087804
45	-2242.2719436626785	m12	0.00012062425942061952	7.273432234721072e-05	-2.1935012379913486e-05	0.0002631835312211525
45	-2242.2719436626785	m21	3.286318877404487e-05	1.1334109716229949e-05	1.0648333730234173e-05	5.507804381785557e-05
46	-2242.3426045249294	nu1	4.991614696410205	0.00019552652742504478	4.991231464416452	4.991997928403959
46	-2242.3426045249294	nu2	2.315375755189825	4.5770423543944045e-06	2.31536678418681	2.3153847261928395
46	-2242.3426045249294	T1	0.037049655583441386	5.990153969948978e-08	0.03704953817642358	0.037049772990459195
46	-2242.3426045249294	T2	0.02430869135409051	2.2457083517604753e-06	0.02430428976572106	0.024313092942459962
46	-2242.3426045249294	m12	0.002144470751415208	5.696583912625818e-05	0.002032817706727742	0.0022561237961026743
46	-2242.3426045249294	m21	0.0009501140729575454	0.0011585897927622567	-0.0013207219208564774	0.0032209500667715685
47	-2242.1184379330534	nu1	5.0011033037164765	4.9927999700517394e-05	5.001005444837063	5.00120116259589
47	-2242.1184379330534	nu2	2.2841754261403038	3.1818268662857305e-07	2.284174802502238	2.2841760497783694
47	-2242.1184379330534	T1	0.006948743283989892	7.175904733780916e-07	0.006947336806662071	0.006950149761317713
47	-2242.1184379330534	T2	0.054819708477683256	6.7199880981635915e-09	0.054819695306506586	0.054819721648859926
47	-2242.1184379330534	m12	0.0016577333631192083	2.5189717832343546e-05	0.0016083615161678149	0.0017071052100706017
47	-2242.1184379330534	m21	8.033423246717727e-05	0.00018211382936906021	-0.0002766088730961807	0.0004372773380305353
48	-2242.638471754577	nu1	4.83643479436299	1.2617171387242117e-06	4.836432321397398	4.8364372673285825
48	-2242.638471754577	nu2	2.310830327571407	5.632338398115087e-08	2.3108302171775743	2.31083043796524
48	-2242.638471754577	T1	0.018488360545763777	7.421120957218304e-10	0.01848835909122407	0.018488362000303484
48	-2242.638471754577	T2	0.04297105081200038	1.849740558518839e-07	0.04297068826285091	0.04297141336114985
48	-2242.638471754577	m12	0.002331214056682717	3.689355628680465e-06	0.0023239829196505034	0.0023384451937149306
48	-2242.638471754577	m21	0.003484721392109711	3.0519873083060856e-05	0.0034249024408669116	0.0035445403433525106
49	-2242.0369092600968	nu1	5.036510876126388	2.9140305505137595e-05	5.036453761127598	5.036567991125178
49	-2242.0369092600968	nu2	2.291502927049891	1.2496552787469944e-06	2.2915004777255445	2.2915053763742375
49	-2242.0369092600968	T1	0.01833168338681579	5.696968873507099e-09	0.0183316722207568	0.01833169455287478
49	-2242.0369092600968	T2	0.04333011158774023	1.8371469505959227e-07	0.043329751506937915	0.04333047166854254
49	-2242.0369092600968	m12	0.00178741329550775	2.4213722234037363e-05	0.0017399543999290369	0.0018348721910864633
49	-2242.0369092600968	m21	0.0016725406991381394	0.00011438791919950293	0.0014483403775071137	0.0018967410207691652
50	-2242.4428750197053	nu1	5.036221080989633	1.3506544212055012e-05	5.036194608162978	5.036247553816288
50	-2242.4428750197053	nu2	2.3406422271317635	3.2250978846190927e-07	2.340641595012578	2.340642859250949
50	-2242.4428750197053	T1	0.056188345404995045	8.619978043577223e-09	0.05618832850983808	0.05618836230015201
50	-2242.4428750197053	T2	0.005589436839312569	4.2601538249454126e-08	0.0055893533402976	0.005589520338327538
50	-2242.4428750197053	m12	0.0030103540320427537	1.9138202618171128e-05	0.0029728431549111384	0.003047864909174369
50	-2242.4428750197053	m21	0.00014440305286856739	0.00015320232255145027	-0.00015587349933227516	0.00044467960506940996
